index,Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date
60,TXN_9023317,Salad,1,5,5,Cash,In-store,30-09-2023
61,TXN_8051289,Salad,1,3,3,Cash,In-store,09-10-2023
62,TXN_2537617,Sandwich,1,4,4,Cash,In-store,27-05-2023
63,TXN_9099694,Sandwich,3,5,15,Cash,Takeaway,18-11-2023
64,TXN_9230615,Smoothie,4,4,16,Digital Wallet,Takeaway,01-06-2023
65,TXN_4987129,Sandwich,3,4,16,Digital Wallet,In-store,20-10-2023
66,TXN_8501819,Juice,3,3,6,Cash,In-store,30-03-2023
67,TXN_3068204,Cookie,1,1,1,Credit Card,Takeaway,03-10-2023
68,TXN_8427104,Salad,2,1,10,Credit Card,In-store,27-10-2023
69,TXN_8471743,Salad,5,3,15,Digital Wallet,In-store,06-04-2023
70,TXN_2621580,Tea,2,1.5,3,Cash,In-store,22-03-2023
71,TXN_4726376,Cake,2,3,6,Credit Card,In-store,31-01-2023
72,TXN_6044979,Cake,1,1,1,Cash,In-store,08-12-2023
73,TXN_4238417,Salad,2,5,10,Cash,In-store,19-06-2023
74,TXN_1900620,Smoothie,2,4,8,Credit Card,In-store,14-12-2023
75,TXN_6420335,Coffee,1,2,2,Cash,Takeaway,16-07-2023
76,TXN_3858209,Sandwich,4,4,16,Cash,Takeaway,22-02-2023
77,TXN_2091733,Salad,1,5,5,Cash,In-store,22-02-2023
78,TXN_8735480,Tea,5,1.5,7.5,Cash,In-store,02-06-2023
79,TXN_3829165,Juice,4,3,12,Cash,In-store,15-06-2023
80,TXN_3748616,Coffee,2,2,4,Credit Card,In-store,09-12-2023
81,TXN_1993289,Sandwich,2,4,8,Credit Card,In-store,18-04-2023
82,TXN_2123367,Cookie,2,1,2,Credit Card,In-store,07-11-2023
83,TXN_5266394,Cake,3,3,9,Cash,In-store,28-10-2023
84,TXN_5107946,Cake,4,3,12,Credit Card,In-store,22-12-2023
85,TXN_8035512,Tea,3,3,4.5,Cash,In-store,29-10-2023
86,TXN_8718498,Cake,5,3,15,Credit Card,In-store,30-04-2023
87,TXN_3955361,Cookie,5,1,5,Credit Card,Takeaway,02-04-2023
88,TXN_9487821,Cookie,1,5,5,Digital Wallet,Takeaway,24-05-2023
89,TXN_4132730,Cookie,5,1,5,Digital Wallet,In-store,12-03-2023
90,TXN_8976658,Tea,2,1.5,3,Credit Card,In-store,16-08-2023
91,TXN_5455936,Tea,5,3,15,Credit Card,In-store,28-10-2023
92,TXN_2725602,Juice,5,3,15,Credit Card,In-store,10-09-2023
93,TXN_3011323,Coffee,3,2,6,Credit Card,In-store,07-03-2023
94,TXN_6289610,Juice,3,3,6,Cash,Takeaway,07-08-2023
95,TXN_8268061,Salad,3,5,15,Cash,Takeaway,20-08-2023
96,TXN_5220895,Salad,5,5,25,Cash,In-store,10-06-2023
97,TXN_3085509,Coffee,4,2,8,Digital Wallet,In-store,15-04-2023
98,TXN_9999113,Juice,4,3,12,Cash,Takeaway,27-05-2023
99,TXN_8779771,Coffee,4,2,8,Cash,In-store,25-07-2023
100,TXN_9517146,Coffee,5,5,25,Cash,Takeaway,30-10-2023
101,TXN_1621920,Salad,3,5,15,Cash,Takeaway,28-10-2023
102,TXN_3808639,Juice,2,3,6,Digital Wallet,Takeaway,15-12-2023
103,TXN_7028009,Cake,4,3,12,Digital Wallet,Takeaway,15-12-2023
104,TXN_7447872,Juice,2,3,6,Digital Wallet,Takeaway,15-12-2023
105,TXN_6955416,Salad,4,5,20,Digital Wallet,In-store,25-02-2023
106,TXN_3775339,Cookie,3,1,3,Credit Card,In-store,03-04-2023
107,TXN_9547091,Cookie,3,1,3,Credit Card,In-store,08-10-2023
108,TXN_4358673,Cookie,5,1,5,Digital Wallet,Takeaway,28-12-2023
109,TXN_4174591,Tea,4,1.5,6,Digital Wallet,Takeaway,30-08-2023
110,TXN_3398520,Sandwich,1,4,4,Digital Wallet,In-store,03-02-2023
111,TXN_6171384,Smoothie,2,4,8,Credit Card,In-store,12-09-2023
112,TXN_2530938,Smoothie,5,4,20,Credit Card,Takeaway,27-04-2023
113,TXN_3314971,Juice,3,3,9,Digital Wallet,Takeaway,04-05-2023
114,TXN_3092382,Coffee,5,2,10,Digital Wallet,Takeaway,21-02-2023
115,TXN_1001832,Salad,2,5,10,Cash,Takeaway,21-02-2023
116,TXN_1535311,Juice,3,3,9,Cash,Takeaway,16-03-2023
117,TXN_2148617,Juice,3,3,9,Digital Wallet,Takeaway,10-01-2023
118,TXN_4633784,Juice,5,3,15,Digital Wallet,In-store,06-02-2023
119,TXN_4368416,Salad,2,5,10,Credit Card,Takeaway,24-02-2023
120,TXN_9790731,Cake,2,3,6,Credit Card,Takeaway,02-06-2023
121,TXN_9339456,Coffee,3,2,6,Credit Card,Takeaway,29-03-2023
122,TXN_5179020,Cake,2,3,6,Credit Card,Takeaway,18-06-2023
123,TXN_6258471,Coffee,5,2,10,Digital Wallet,In-store,23-09-2023
124,TXN_7945375,Juice,3,3,9,Digital Wallet,In-store,14-01-2023
125,TXN_4685453,Tea,4,1.5,6,Cash,In-store,14-09-2023
126,TXN_9646452,Juice,5,3,15,Credit Card,In-store,16-09-2023
127,TXN_9096052,Smoothie,4,4,16,Credit Card,Takeaway,28-12-2023
128,TXN_5916991,Juice,2,3,6,Digital Wallet,Takeaway,06-02-2023
129,TXN_3407169,Sandwich,2,4,8,Cash,In-store,11-03-2023
130,TXN_2277042,Tea,1,1.5,1.5,Cash,In-store,08-04-2023
131,TXN_9273729,Tea,1,1.5,1.5,Cash,In-store,19-12-2023
132,TXN_2181545,Juice,4,3,12,Credit Card,Takeaway,14-07-2023
133,TXN_1150033,Juice,5,3,15,Cash,In-store,18-04-2023
134,TXN_1443912,Juice,2,3,6,Cash,In-store,08-06-2023
135,TXN_8700451,Tea,5,1.5,7.5,Credit Card,Takeaway,12-12-2023
136,TXN_6380550,Coffee,5,2,10,Cash,In-store,05-01-2023
137,TXN_4885518,Salad,3,5,15,Credit Card,In-store,10-06-2023
138,TXN_3972167,Sandwich,5,4,20,Credit Card,In-store,23-01-2023
139,TXN_4878378,Tea,1,1.5,1.5,Credit Card,In-store,20-02-2023
140,TXN_2484241,Cake,3,1.5,9,Digital Wallet,In-store,19-07-2023
141,TXN_2368126,Cake,5,3,15,Digital Wallet,In-store,06-12-2023
142,TXN_7943008,Coffee,1,2,2,Credit Card,In-store,06-12-2023
143,TXN_8495063,Juice,1,3,2,Cash,In-store,31-05-2023
144,TXN_4811133,Salad,2,5,10,Cash,In-store,11-08-2023
145,TXN_8729570,Tea,5,1.5,7.5,Cash,In-store,03-09-2023
146,TXN_7623634,Cake,2,3,7.5,Credit Card,In-store,11-07-2023
147,TXN_9336980,Salad,4,3,20,Cash,In-store,06-06-2023
148,TXN_3424331,Cake,4,3,12,Cash,In-store,18-01-2023
149,TXN_5072031,Cake,2,3,6,Cash,Takeaway,23-03-2023
150,TXN_8687151,Salad,5,5,25,Cash,Takeaway,10-06-2023
151,TXN_4031509,Salad,4,5,16,Credit Card,Takeaway,04-01-2023
152,TXN_5265095,Coffee,1,2,2,Credit Card,Takeaway,23-06-2023
153,TXN_6541415,Coffee,1,3,12,Cash,In-store,25-11-2023
154,TXN_4108138,Coffee,5,2,10,Cash,In-store,03-08-2023
155,TXN_1909796,Smoothie,2,4,8,Cash,Takeaway,12-07-2023
156,TXN_1928241,Coffee,3,2,6,Cash,In-store,30-04-2023
157,TXN_4283157,Salad,5,5,25,Digital Wallet,In-store,25-11-2023
158,TXN_8013032,Coffee,2,2,4,Credit Card,In-store,07-03-2023
159,TXN_8301424,Juice,2,3,6,Credit Card,In-store,27-06-2023
160,TXN_1093800,Sandwich,3,4,12,Cash,Takeaway,27-06-2023
161,TXN_7965998,Juice,1,4,3,Credit Card,In-store,02-11-2023
162,TXN_9238666,Cookie,1,4,1,Credit Card,Takeaway,31-07-2023
163,TXN_1631695,Tea,2,1.5,3,Credit Card,In-store,19-09-2023
164,TXN_1435086,Cake,5,1.5,15,Credit Card,In-store,09-02-2023
165,TXN_3226832,Cake,5,4,20,Cash,In-store,04-09-2023
166,TXN_1648671,Sandwich,3,4,12,Cash,Takeaway,21-05-2023
167,TXN_4062737,Cake,3,3,9,Cash,In-store,02-07-2023
168,TXN_3494565,Cake,2,4,8,Cash,In-store,10-07-2023
169,TXN_9249507,Cookie,4,1,4,Credit Card,In-store,21-11-2023
170,TXN_4689500,Sandwich,4,4,16,Credit Card,In-store,02-12-2023
171,TXN_8989148,Tea,2,1.5,16,Credit Card,In-store,25-11-2023
172,TXN_8316826,Coffee,3,2,6,Credit Card,In-store,17-04-2023
173,TXN_9836934,Cookie,3,1,3,Digital Wallet,In-store,13-03-2023
174,TXN_8005489,Cake,3,3,9,Digital Wallet,In-store,12-08-2023
175,TXN_6463132,Cookie,5,1,5,Credit Card,Takeaway,12-08-2023
176,TXN_3925836,Cookie,3,1,3,Digital Wallet,In-store,16-02-2023
177,TXN_1896955,Salad,3,5,25,Digital Wallet,In-store,23-09-2023
178,TXN_5075974,Smoothie,3,4,16,Digital Wallet,In-store,11-04-2023
179,TXN_3978874,Smoothie,5,4,20,Credit Card,In-store,13-03-2023
180,TXN_8955912,Sandwich,1,4,4,Credit Card,In-store,07-11-2023
181,TXN_1136554,Smoothie,3,4,12,Credit Card,Takeaway,26-03-2023
182,TXN_8007337,Cake,2,3,6,Digital Wallet,Takeaway,01-11-2023
183,TXN_8129834,Salad,1,5,5,Cash,Takeaway,22-07-2023
184,TXN_3831848,Salad,1,4,4,Digital Wallet,Takeaway,03-11-2023
185,TXN_5365809,Cake,3,3,9,Cash,In-store,14-09-2023
186,TXN_8166407,Smoothie,2,3,8,Cash,In-store,26-07-2023
187,TXN_6629480,Smoothie,5,4,20,Credit Card,In-store,28-02-2023
188,TXN_3833797,Coffee,4,2,8,Credit Card,In-store,27-01-2023
189,TXN_2643815,Cookie,4,1,3,Credit Card,In-store,06-12-2023
190,TXN_2996519,Cake,5,3,15,Cash,In-store,19-01-2023
191,TXN_8810894,Smoothie,1,4,4,Cash,In-store,20-02-2023
192,TXN_7412722,Juice,4,3,12,Cash,In-store,07-04-2023
193,TXN_3937509,Smoothie,2,4,8,Cash,In-store,20-03-2023
194,TXN_6000201,Cookie,3,1,3,Cash,Takeaway,16-02-2023
195,TXN_1714274,Cookie,4,1,4,Cash,In-store,27-12-2023
196,TXN_3800182,Tea,2,1,3,Cash,In-store,26-10-2023
197,TXN_5115080,Tea,5,3,15,Credit Card,In-store,18-02-2023
198,TXN_9788956,Juice,5,3,12,Credit Card,In-store,11-04-2023
199,TXN_6311602,Juice,3,3,9,Credit Card,In-store,15-05-2023
200,TXN_2950680,Coffee,2,2,4,Credit Card,Takeaway,10-12-2023
201,TXN_6749847,Cake,2,3,6,Credit Card,Takeaway,15-08-2023
202,TXN_2143187,Smoothie,1,4,4,Credit Card,In-store,21-04-2023
203,TXN_8964522,Smoothie,3,3,9,Credit Card,Takeaway,28-10-2023
204,TXN_4088917,Coffee,3,2,6,Cash,Takeaway,04-02-2023
205,TXN_3779366,Cookie,1,1,1,Digital Wallet,In-store,15-04-2023
206,TXN_7724048,Smoothie,1,4,4,Digital Wallet,In-store,12-11-2023
207,TXN_2698591,Tea,5,1.5,7.5,Digital Wallet,In-store,05-08-2023
208,TXN_3171373,Smoothie,3,4,12,Credit Card,In-store,10-05-2023
209,TXN_4129248,Sandwich,2,4,8,Credit Card,In-store,10-05-2023
210,TXN_6498163,Smoothie,5,4,20,Credit Card,In-store,15-07-2023
211,TXN_6717827,Smoothie,3,5,15,Digital Wallet,In-store,15-11-2023
212,TXN_9089898,Salad,3,5,15,Credit Card,In-store,11-01-2023
213,TXN_8587583,Cake,1,5,3,Credit Card,In-store,01-10-2023
214,TXN_8693704,Salad,1,5,25,Cash,In-store,04-05-2023
215,TXN_3857960,Salad,4,5,20,Cash,In-store,26-04-2023
216,TXN_3499124,Salad,4,4,16,Credit Card,In-store,25-08-2023
217,TXN_9250710,Salad,1,5,5,Cash,In-store,28-05-2023
218,TXN_7058377,Juice,1,3,3,Cash,Takeaway,30-04-2023
219,TXN_6766492,Salad,1,5,5,Cash,Takeaway,14-01-2023
220,TXN_9879996,Coffee,4,2,8,Digital Wallet,In-store,01-03-2023
221,TXN_4291940,Cake,3,3,9,Credit Card,In-store,13-11-2023
222,TXN_7433461,Cookie,2,1,2,Digital Wallet,In-store,09-07-2023
223,TXN_4068262,Salad,2,5,10,Credit Card,In-store,13-05-2023
224,TXN_5761073,Cookie,1,1,1,Cash,In-store,13-05-2023
225,TXN_5047447,Salad,1,5,5,Digital Wallet,Takeaway,27-12-2023
226,TXN_6623508,Cookie,5,1,5,Digital Wallet,Takeaway,18-05-2023
227,TXN_2651216,Cookie,3,4,12,Digital Wallet,Takeaway,04-04-2023
228,TXN_9350833,Cake,1,4,3,Cash,Takeaway,17-01-2023
229,TXN_8377564,Cake,5,3,15,Cash,In-store,14-07-2023
230,TXN_7031118,Salad,1,5,5,Credit Card,In-store,29-03-2023
231,TXN_2230167,Cake,4,3,12,Digital Wallet,Takeaway,22-09-2023
232,TXN_6446616,Tea,3,1.5,4.5,Digital Wallet,Takeaway,30-09-2023
233,TXN_1721827,Cake,4,3,12,Digital Wallet,Takeaway,22-08-2023
234,TXN_6334895,Smoothie,1,4,4,Credit Card,Takeaway,27-07-2023
235,TXN_7077119,Smoothie,1,4,4,Digital Wallet,In-store,30-12-2023
236,TXN_8562645,Salad,1,5,4,Digital Wallet,In-store,18-05-2023
237,TXN_4700144,Coffee,4,2,8,Digital Wallet,In-store,21-12-2023
238,TXN_5526852,Sandwich,5,4,8,Digital Wallet,In-store,28-09-2023
239,TXN_6846228,Salad,3,4,15,Digital Wallet,In-store,16-11-2023
240,TXN_8570890,Juice,4,3,12,Digital Wallet,In-store,14-04-2023
241,TXN_3205009,Juice,2,1.5,3,Cash,In-store,03-01-2023
242,TXN_3786188,Tea,3,1.5,4.5,Credit Card,In-store,20-10-2023
243,TXN_4530804,Coffee,4,2,8,Credit Card,In-store,12-01-2023
244,TXN_9642066,Sandwich,3,4,12,Credit Card,In-store,31-08-2023
245,TXN_7328294,Juice,2,3,6,Cash,In-store,07-07-2023
246,TXN_1908636,Tea,2,1.5,3,Cash,In-store,07-07-2023
247,TXN_9238066,Tea,5,1.5,7.5,Digital Wallet,In-store,15-09-2023
248,TXN_5415901,Cake,2,3,6,Digital Wallet,In-store,21-10-2023
249,TXN_6714420,Cake,2,3,6,Credit Card,Takeaway,30-03-2023
250,TXN_6616971,Juice,2,3,6,Digital Wallet,Takeaway,02-09-2023
251,TXN_7803615,Salad,3,5,15,Cash,In-store,13-12-2023
252,TXN_7549542,Cookie,5,1,5,Cash,Takeaway,13-12-2023
253,TXN_3544789,Tea,4,1.5,5,Cash,In-store,14-07-2023
254,TXN_1583597,Salad,1,5,5,Cash,In-store,10-05-2023
255,TXN_8472308,Cookie,2,1,2,Digital Wallet,Takeaway,19-08-2023
256,TXN_1967565,Smoothie,5,4,20,Credit Card,Takeaway,31-03-2023
257,TXN_2029497,Sandwich,2,4,8,Cash,Takeaway,06-01-2023
258,TXN_8929774,Sandwich,3,3,9,Cash,Takeaway,02-10-2023
259,TXN_5003018,Cookie,4,1,9,Digital Wallet,Takeaway,02-10-2023
260,TXN_7852990,Sandwich,5,4,20,Digital Wallet,Takeaway,10-07-2023
261,TXN_2534066,Salad,2,5,10,Cash,Takeaway,13-10-2023
262,TXN_2059647,Tea,1,1.5,1.5,Digital Wallet,In-store,29-05-2023
263,TXN_2485183,Smoothie,5,4,20,Cash,In-store,07-07-2023
264,TXN_7374846,Sandwich,1,4,4,Credit Card,In-store,29-05-2023
265,TXN_9401522,Sandwich,4,4,16,Digital Wallet,In-store,16-11-2023
266,TXN_8250651,Sandwich,4,4,16,Digital Wallet,In-store,13-03-2023
267,TXN_7191245,Cake,4,3,12,Digital Wallet,Takeaway,22-05-2023
268,TXN_8982764,Cake,5,3,15,Digital Wallet,Takeaway,23-11-2023
269,TXN_8669422,Cake,4,3,12,Cash,Takeaway,15-10-2023
270,TXN_1153869,Smoothie,5,4,20,Credit Card,Takeaway,03-11-2023
271,TXN_5043774,Sandwich,3,4,12,Cash,Takeaway,08-06-2023
272,TXN_1746320,Salad,1,5,5,Cash,Takeaway,14-11-2023
273,TXN_1077129,Cookie,1,1,1,Cash,In-store,12-09-2023
274,TXN_4865338,Sandwich,1,4,16,Cash,In-store,26-11-2023
275,TXN_5616583,Smoothie,1,4,4,Cash,In-store,13-10-2023
276,TXN_2078474,Cookie,2,1,2,Cash,Takeaway,03-11-2023
277,TXN_2130245,Smoothie,5,4,20,Credit Card,Takeaway,13-11-2023
278,TXN_3229409,Juice,5,3,20,Cash,Takeaway,15-04-2023
279,TXN_9076216,Cake,1,3,3,Cash,Takeaway,17-12-2023
280,TXN_6371987,Tea,5,1.5,3,Cash,Takeaway,13-03-2023
281,TXN_9913877,Tea,2,2,4,Credit Card,Takeaway,09-05-2023
282,TXN_2084377,Smoothie,1,4,4,Credit Card,Takeaway,22-10-2023
283,TXN_1842675,Smoothie,4,1,4,Credit Card,Takeaway,23-06-2023
284,TXN_8605813,Cookie,1,1,1,Credit Card,Takeaway,30-06-2023
285,TXN_9755352,Sandwich,5,4,20,Credit Card,In-store,13-05-2023
286,TXN_7550498,Juice,5,3,15,Credit Card,In-store,13-05-2023
287,TXN_2305908,Coffee,5,2,8,Cash,In-store,25-04-2023
288,TXN_6953697,Coffee,3,4,12,Cash,Takeaway,27-05-2023
289,TXN_3495950,Coffee,4,4,6,Credit Card,In-store,19-02-2023
290,TXN_7557340,Tea,5,1.5,7.5,Credit Card,In-store,11-12-2023
291,TXN_1157817,Smoothie,1,4,4,Digital Wallet,In-store,25-04-2023
292,TXN_2020318,Tea,3,1.5,4.5,Digital Wallet,In-store,12-10-2023
293,TXN_8692094,Coffee,5,2,10,Digital Wallet,Takeaway,30-08-2023
294,TXN_5307411,Cake,3,3,10,Digital Wallet,Takeaway,21-10-2023
295,TXN_9703120,Coffee,3,2,6,Credit Card,Takeaway,02-11-2023
296,TXN_1289133,Juice,1,3,3,Cash,Takeaway,19-09-2023
297,TXN_2031459,Cake,3,3,9,Cash,Takeaway,04-07-2023
298,TXN_1333682,Smoothie,1,4,4,Digital Wallet,Takeaway,28-01-2023
299,TXN_2256622,Cookie,2,4,2,Cash,In-store,04-10-2023
300,TXN_1623966,Tea,2,1.5,3,Cash,Takeaway,04-10-2023
301,TXN_4912930,Smoothie,3,4,12,Credit Card,In-store,26-02-2023
302,TXN_4942692,Coffee,2,2,4,Credit Card,Takeaway,15-01-2023
303,TXN_3723007,Tea,3,1.5,4.5,Digital Wallet,In-store,18-05-2023
304,TXN_7922392,Sandwich,3,4,12,Digital Wallet,In-store,03-05-2023
305,TXN_7498727,Salad,3,5,15,Cash,In-store,06-11-2023
306,TXN_1222338,Cookie,1,1,1,Cash,In-store,11-10-2023
307,TXN_6878866,Smoothie,3,4,12,Credit Card,In-store,25-02-2023
308,TXN_1260335,Cookie,4,1,4,Digital Wallet,In-store,25-02-2023
309,TXN_9223242,Smoothie,2,4,8,Digital Wallet,In-store,10-09-2023
310,TXN_6244211,Smoothie,2,4,8,Digital Wallet,In-store,11-08-2023
311,TXN_5446858,Smoothie,1,1,1,Cash,In-store,07-11-2023
312,TXN_4612864,Tea,3,1.5,4.5,Cash,In-store,14-02-2023
313,TXN_5411381,Cookie,3,1,1,Cash,In-store,28-04-2023
314,TXN_3047598,Cookie,1,1,1,Cash,In-store,06-09-2023
315,TXN_5754317,Coffee,2,1,4,Credit Card,Takeaway,10-01-2023
316,TXN_7496926,Sandwich,3,4,12,Credit Card,In-store,23-04-2023
317,TXN_1726858,Smoothie,3,4,12,Cash,In-store,23-04-2023
318,TXN_7559388,Salad,4,5,20,Digital Wallet,Takeaway,26-02-2023
319,TXN_8540499,Cookie,3,1,3,Cash,In-store,22-01-2023
320,TXN_4225756,Cookie,3,1,3,Cash,In-store,10-03-2023
321,TXN_6795640,Cookie,4,1,4,Digital Wallet,Takeaway,28-01-2023
322,TXN_6702428,Coffee,5,2,10,Cash,Takeaway,11-08-2023
323,TXN_8955259,Coffee,2,4,8,Credit Card,Takeaway,18-11-2023
324,TXN_4639319,Coffee,5,2,10,Cash,Takeaway,09-01-2023
325,TXN_5997803,Coffee,5,2,10,Cash,In-store,03-12-2023
326,TXN_1340956,Coffee,4,2,8,Cash,In-store,26-10-2023
327,TXN_1259671,Sandwich,4,4,12,Digital Wallet,In-store,08-10-2023
328,TXN_8319993,Juice,1,3,3,Digital Wallet,In-store,06-08-2023
329,TXN_8894157,Sandwich,4,4,16,Credit Card,In-store,06-08-2023
330,TXN_5523450,Salad,5,5,25,Credit Card,Takeaway,02-07-2023
331,TXN_7838964,Sandwich,3,4,12,Credit Card,In-store,15-06-2023
332,TXN_2773987,Smoothie,5,4,20,Credit Card,In-store,11-01-2023
333,TXN_1158829,Tea,1,4,1.5,Credit Card,In-store,02-10-2023
334,TXN_2523298,Tea,4,4,6,Credit Card,In-store,25-03-2023
335,TXN_8685737,Smoothie,2,4,8,Credit Card,In-store,02-11-2023
336,TXN_5634135,Cookie,2,4,2,Credit Card,In-store,27-01-2023
337,TXN_1524626,Smoothie,2,4,8,Digital Wallet,In-store,29-12-2023
338,TXN_7275407,Smoothie,2,4,8,Digital Wallet,In-store,20-10-2023
339,TXN_2889622,Juice,4,3,12,Credit Card,In-store,01-11-2023
340,TXN_6849113,Cookie,4,1,1,Credit Card,In-store,14-07-2023
341,TXN_2265316,Cookie,4,1,3,Credit Card,In-store,29-12-2023
342,TXN_9472241,Salad,3,5,15,Cash,Takeaway,30-06-2023
343,TXN_7345414,Salad,1,5,5,Cash,Takeaway,15-02-2023
344,TXN_4473352,Cake,1,3,3,Cash,In-store,16-11-2023
345,TXN_2814363,Tea,2,1.5,3,Cash,In-store,02-07-2023
346,TXN_1846004,Juice,3,3,9,Cash,In-store,21-05-2023
347,TXN_7140471,Cake,1,3,3,Credit Card,In-store,25-05-2023
348,TXN_3119542,Smoothie,1,4,4,Credit Card,In-store,31-10-2023
349,TXN_7773968,Sandwich,5,4,20,Digital Wallet,Takeaway,24-02-2023
350,TXN_9081088,Tea,2,1.5,3,Cash,Takeaway,27-02-2023
351,TXN_8559167,Sandwich,5,4,3,Cash,Takeaway,09-12-2023
352,TXN_1130191,Smoothie,2,4,8,Cash,In-store,06-04-2023
353,TXN_5215451,Sandwich,5,4,20,Digital Wallet,In-store,02-11-2023
354,TXN_1040764,Coffee,3,2,6,Cash,Takeaway,27-07-2023
355,TXN_5457133,Juice,5,3,15,Cash,In-store,03-03-2023
356,TXN_8365478,Juice,3,4,12,Cash,Takeaway,06-02-2023
357,TXN_2100697,Coffee,3,2,6,Digital Wallet,Takeaway,19-09-2023
358,TXN_7676968,Smoothie,4,4,16,Digital Wallet,In-store,21-02-2023
359,TXN_5726998,Cake,3,3,9,Credit Card,In-store,12-08-2023
